Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Purpose of Use,Number of Platforms Used,Device Used Most,Parental Monitoring,Academic Performance,Daily Study Hours,Year of Study,Region,Year_Of_Admission
824,24,Male,Graduate,Japan,4.3,X,No,7.5,8,Single,2,4,Other,2,Tablet,Sometimes,Poor,4,3rd Year,West,2022
825,21,Male,Graduate,Italy,5,Instagram,Yes,7.1,5,Single,3,7,Socializing,1,Mobile,Sometimes,Excellent,5,4th Year,South,2021
826,22,Female,Graduate,Bahrain,2.8,LinkedIn,No,7.1,8,Complicated,1,4,Education,4,Laptop,Sometimes,Excellent,5,1st Year,North,2024
827,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8,8,Single,2,4,Entertainment,3,Tablet,Yes,Poor,1,1st Year,West,2024
828,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9,8,Single,2,4,Education,5,Laptop,No,Average,2,2nd Year,West,2025
829,20,Female,Undergraduate,USA,8,Whatsapp,Yes,4.3,5,In Relationship,4,9,Socializing,2,Tablet,Sometimes,Good,1,3rd Year,East,2023
830,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2,5,Other,5,Desktop,Yes,Average,3,1st Year,West,2020
831,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,Education,2,Tablet,Sometimes,Good,2,3rd Year,Central,2022
832,21,Male,Graduate,Maldives,5.4,Whatsapp,Yes,6,6,In Relationship,4,8,Education,4,Laptop,Sometimes,Excellent,2,1st Year,Central,2022
833,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3,7,Entertainment,2,Mobile,Sometimes,Average,2,1st Year,East,2024
834,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8,8,Single,2,4,Entertainment,3,Tablet,Yes,Poor,1,1st Year,West,2023
835,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,5,Entertainment,1,Mobile,Sometimes,Good,1,3rd Year,North,2020
836,19,Female,Undergraduate,Pakistan,4.8,Whatsapp,Yes,5.7,6,In Relationship,3,7,Education,2,Desktop,No,Excellent,1,1st Year,West,2020
837,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4,News,3,Mobile,No,Excellent,2,2nd Year,Central,2020
838,21,Male,Graduate,Georgia,3,LinkedIn,No,7.1,8,In Relationship,1,4,Education,2,Laptop,No,Poor,5,3rd Year,South,2023
839,22,Male,Graduate,Sri Lanka,5.5,Facebook,Yes,5.5,6,Single,3,7,Entertainment,1,Mobile,No,Good,2,4th Year,South,2020
840,21,Female,Graduate,Pakistan,4.8,Instagram,Yes,6.8,5,In Relationship,4,8,Entertainment,4,Mobile,Yes,Poor,1,3rd Year,South,2025
841,22,Male,Graduate,Maldives,5.1,Whatsapp,Yes,5.3,6,In Relationship,4,8,News,3,Desktop,Yes,Good,4,2nd Year,East,2022
842,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,Socializing,4,Tablet,No,Poor,2,4th Year,North,2020
843,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,Entertainment,5,Desktop,Sometimes,Average,1,2nd Year,Central,2024
844,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,News,1,Mobile,Sometimes,Poor,1,2nd Year,East,2024
845,22,Male,Graduate,Bulgaria,2.8,LinkedIn,No,7.2,8,Single,1,4,News,1,Desktop,No,Average,5,1st Year,North,2025
846,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7,Entertainment,5,Tablet,No,Average,2,1st Year,South,2025
847,24,Male,Graduate,Bolivia,2.4,LinkedIn,No,7.2,8,Complicated,1,4,Socializing,4,Mobile,No,Excellent,3,2nd Year,East,2020
848,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3,7,News,1,Tablet,No,Good,1,4th Year,East,2025
849,19,Female,Undergraduate,Nepal,6.2,Whatsapp,Yes,4.6,6,Single,4,8,Other,3,Mobile,No,Average,2,2nd Year,East,2025
850,21,Female,Graduate,Pakistan,5.2,Instagram,Yes,6.4,5,In Relationship,4,8,Entertainment,1,Desktop,No,Poor,2,4th Year,East,2021
851,21,Male,Undergraduate,Kenya,3.7,Facebook,No,6.6,7,Single,2,5,Socializing,3,Mobile,Sometimes,Average,4,4th Year,Central,2025
852,20,Male,Undergraduate,Bangladesh,6.1,Instagram,Yes,6.2,5,Single,4,8,News,3,Mobile,Yes,Good,3,3rd Year,Central,2022
853,19,Female,Undergraduate,Mexico,6.4,Whatsapp,Yes,6.2,5,Single,4,8,News,4,Mobile,No,Average,4,2nd Year,Central,2022
854,20,Female,Undergraduate,Sri Lanka,4.8,Facebook,No,7.7,7,Single,2,5,Other,1,Tablet,Yes,Good,1,1st Year,Central,2021
855,23,Male,Graduate,Bosnia,2.4,LinkedIn,No,7.4,8,Complicated,1,4,Education,4,Tablet,Yes,Poor,3,2nd Year,East,2021
856,21,Male,Graduate,India,6.3,WhatsApp,Yes,6,5,In Relationship,4,8,News,1,Tablet,Sometimes,Poor,3,1st Year,South,2023
857,22,Male,Graduate,Canada,4.7,Whatsapp,Yes,7.5,7,Single,3,6,Entertainment,3,Mobile,Yes,Poor,3,3rd Year,North,2023
858,22,Male,Graduate,Canada,5,Whatsapp,Yes,7.2,6,Single,3,7,Socializing,1,Tablet,Yes,Poor,5,4th Year,Central,2022
859,23,Male,Graduate,USA,5.5,X,Yes,6.7,6,In Relationship,3,7,News,2,Mobile,Sometimes,Good,2,3rd Year,East,2020
860,19,Female,Undergraduate,Japan,3.1,LINE,No,8.5,8,Single,1,3,Other,4,Mobile,Yes,Average,4,2nd Year,Central,2023
861,20,Female,Undergraduate,Sri Lanka,4.6,Facebook,No,8.1,7,Single,2,5,Education,4,Mobile,Yes,Average,5,4th Year,South,2024
862,20,Female,Undergraduate,Sri Lanka,4.6,Facebook,No,8.1,7,Single,2,5,Education,4,Mobile,Yes,Average,5,4th Year,South,2025
863,21,Female,Undergraduate,Italy,4.8,Whatsapp,No,7.1,7,In Relationship,2,5,Entertainment,5,Desktop,Yes,Average,1,1st Year,East,2021
864,21,Male,Undergraduate,North Macedonia,3.7,Snapchat,No,6.5,7,Single,2,6,Education,5,Laptop,No,Poor,5,4th Year,North,2022
865,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,Other,5,Mobile,Sometimes,Poor,5,1st Year,North,2021
866,22,Male,Graduate,Poland,3.1,Facebook,No,7.1,7,Single,1,5,Entertainment,2,Laptop,Sometimes,Good,3,1st Year,West,2021
867,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,News,3,Mobile,Sometimes,Good,4,4th Year,South,2022
868,21,Male,Undergraduate,Uruguay,3.8,YouTube,No,6.4,7,Single,2,6,Other,4,Desktop,Yes,Excellent,1,1st Year,South,2022
869,20,Female,Undergraduate,Ireland,4.1,Whatsapp,Yes,7.8,7,Single,3,6,Socializing,2,Desktop,No,Poor,2,3rd Year,Central,2023
870,21,Male,Graduate,Canada,4.5,Facebook,Yes,6,6,In Relationship,2,7,Education,4,Desktop,Sometimes,Average,2,1st Year,West,2022
871,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3,7,Entertainment,2,Mobile,Sometimes,Excellent,1,2nd Year,West,2023
872,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,Socializing,3,Tablet,Sometimes,Excellent,5,4th Year,East,2024
873,22,Male,Graduate,Canada,5.8,Whatsapp,Yes,6.6,6,Single,3,7,News,5,Mobile,Sometimes,Excellent,4,3rd Year,Central,2025
874,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6,News,4,Laptop,Sometimes,Good,3,4th Year,West,2025
875,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,Socializing,5,Desktop,Sometimes,Good,4,1st Year,South,2021
876,19,Female,Undergraduate,Netherlands,3.7,Whatsapp,No,8.3,8,Single,2,4,Education,3,Tablet,No,Good,2,4th Year,West,2024
877,23,Female,Graduate,USA,5.3,X,Yes,6.8,6,In Relationship,3,7,Socializing,1,Laptop,No,Poor,5,4th Year,Central,2020
878,19,Female,Undergraduate,Japan,3.5,LINE,No,8,8,Single,1,3,News,2,Laptop,Yes,Good,3,4th Year,Central,2024
879,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,Socializing,2,Desktop,Yes,Good,5,2nd Year,North,2022
880,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,Entertainment,2,Tablet,No,Poor,3,4th Year,North,2024
881,23,Female,Graduate,Chile,2.7,LinkedIn,No,7.1,8,Complicated,1,4,Entertainment,5,Desktop,Sometimes,Average,5,3rd Year,West,2022
882,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7,Entertainment,5,Tablet,No,Average,2,1st Year,South,2024
883,22,Female,Graduate,Kyrgyzstan,2.9,Facebook,No,7,7,In Relationship,2,5,Other,5,Desktop,Yes,Poor,5,3rd Year,Central,2024
884,19,Male,Undergraduate,Ukraine,4.9,Whatsapp,Yes,5.7,6,Complicated,3,7,Education,5,Laptop,No,Poor,2,4th Year,North,2020
885,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,Education,2,Tablet,Sometimes,Good,2,3rd Year,Central,2025
886,19,Male,Undergraduate,Colombia,4.8,Instagram,Yes,5.9,6,In Relationship,3,7,Entertainment,1,Desktop,Yes,Average,1,1st Year,Central,2023
887,20,Male,Undergraduate,Sri Lanka,5.9,Facebook,Yes,5.9,6,Single,3,7,Socializing,1,Mobile,Sometimes,Excellent,1,1st Year,South,2021
888,21,Male,Graduate,Maldives,4.6,Whatsapp,Yes,4.3,6,In Relationship,4,8,News,3,Laptop,Yes,Excellent,3,3rd Year,South,2021
889,20,Female,Undergraduate,Australia,4.6,Instagram,No,7.3,7,Single,2,5,Education,4,Mobile,No,Good,3,3rd Year,Central,2021
890,20,Female,Undergraduate,Jamaica,4.9,Snapchat,Yes,5.6,6,Complicated,3,7,Education,4,Laptop,No,Good,4,1st Year,North,2025
891,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,Socializing,4,Mobile,No,Poor,4,1st Year,East,2020
892,21,Male,Undergraduate,Nepal,3.8,YouTube,No,6.6,7,Single,2,6,Entertainment,4,Laptop,Yes,Average,2,3rd Year,Central,2020
893,20,Female,Undergraduate,Peru,5.5,Whatsapp,Yes,5.6,5,Single,4,8,Other,1,Tablet,Sometimes,Average,5,2nd Year,West,2020
894,19,Female,Undergraduate,Ireland,5.5,Whatsapp,Yes,6.8,6,Single,4,8,News,4,Mobile,Yes,Good,4,4th Year,Central,2021
895,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,Socializing,3,Mobile,Sometimes,Average,1,2nd Year,East,2022
896,19,Female,High School,Ireland,6.1,Instagram,Yes,5.2,5,Complicated,4,9,Entertainment,2,Mobile,Sometimes,Poor,3,3rd Year,South,2025
897,19,Female,Undergraduate,Japan,3.4,LINE,No,8.2,8,Single,1,3,News,5,Tablet,Sometimes,Good,1,3rd Year,North,2021
898,20,Female,Undergraduate,Brazil,5.8,Snapchat,Yes,6,6,In Relationship,2,8,News,1,Desktop,Sometimes,Poor,4,4th Year,Central,2020
899,24,Female,Graduate,India,7,Whatsapp,Yes,5.8,4,Single,5,9,Socializing,4,Desktop,No,Excellent,5,2nd Year,East,2022
900,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9,Other,4,Desktop,Sometimes,Good,5,1st Year,North,2023
901,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,Education,3,Tablet,Yes,Average,2,2nd Year,West,2025
902,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,Entertainment,5,Laptop,No,Poor,5,1st Year,West,2021
903,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,Socializing,1,Laptop,No,Excellent,5,1st Year,North,2025
904,20,Female,Undergraduate,Jamaica,4.9,Snapchat,Yes,5.6,6,Complicated,3,7,Education,4,Laptop,No,Good,4,1st Year,North,2025
905,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,Other,2,Mobile,Sometimes,Excellent,1,3rd Year,Central,2025
906,21,Male,Graduate,India,7.3,WhatsApp,Yes,5,5,In Relationship,4,8,Entertainment,3,Laptop,Sometimes,Average,2,3rd Year,East,2025
907,20,Female,Undergraduate,Singapore,4.4,Whatsapp,Yes,5.9,6,In Relationship,3,7,Other,4,Mobile,No,Average,5,2nd Year,East,2025
908,22,Female,Graduate,Kyrgyzstan,2.9,Facebook,No,7,7,In Relationship,2,5,Other,5,Desktop,Yes,Poor,5,3rd Year,Central,2021
909,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,In Relationship,2,6,Education,1,Tablet,No,Poor,4,2nd Year,Central,2024
910,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7,Entertainment,2,Desktop,Sometimes,Poor,4,4th Year,East,2021
911,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,Entertainment,4,Laptop,Sometimes,Average,3,3rd Year,North,2023
912,23,Male,Graduate,UK,6.3,X,Yes,6.2,5,Single,4,8,Socializing,5,Mobile,Yes,Excellent,3,1st Year,Central,2024
913,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,Other,2,Mobile,Sometimes,Excellent,1,3rd Year,Central,2020
914,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,Education,2,Desktop,Sometimes,Poor,3,3rd Year,South,2022
915,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4,Other,1,Desktop,No,Poor,1,1st Year,Central,2024
916,23,Male,Graduate,Germany,1.5,LinkedIn,No,8,9,Single,0,2,News,1,Desktop,Sometimes,Poor,1,3rd Year,Central,2024
917,20,Female,Undergraduate,USA,6,Whatsapp,Yes,5,5,Complicated,4,9,Socializing,4,Laptop,Sometimes,Excellent,5,4th Year,South,2024
918,22,Female,Graduate,Denmark,4.6,X,No,7.3,7,In Relationship,2,5,Other,4,Laptop,Yes,Poor,1,1st Year,West,2024
919,20,Female,Undergraduate,Ireland,4.5,Whatsapp,Yes,7.4,7,Single,3,6,Education,1,Laptop,Yes,Average,5,1st Year,North,2021
920,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,News,1,Mobile,Sometimes,Poor,1,2nd Year,East,2021
921,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,Socializing,4,Laptop,Sometimes,Poor,2,2nd Year,East,2025
922,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,7,Socializing,3,Tablet,No,Good,5,4th Year,East,2025
923,21,Male,Undergraduate,Russia,3.7,YouTube,No,6.8,7,In Relationship,2,5,Education,2,Mobile,Yes,Poor,1,1st Year,West,2021
924,22,Male,Graduate,India,4.8,Facebook,No,8,7,In Relationship,2,6,Socializing,4,Desktop,No,Average,2,4th Year,East,2022
925,24,Female,Graduate,Canada,5.6,Whatsapp,Yes,6.7,6,Single,3,7,Entertainment,1,Laptop,Sometimes,Excellent,3,2nd Year,Central,2022
926,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4,Education,3,Tablet,Sometimes,Poor,1,3rd Year,North,2020
927,20,Female,Undergraduate,Singapore,4.4,Whatsapp,Yes,5.9,6,In Relationship,3,7,Other,4,Mobile,No,Average,5,2nd Year,East,2023
928,21,Male,Undergraduate,Egypt,3.9,YouTube,No,6.5,7,Complicated,2,6,Socializing,1,Desktop,Yes,Average,3,1st Year,South,2024
929,19,Female,Undergraduate,Japan,3.2,LINE,No,8.4,8,Single,1,3,Entertainment,5,Mobile,Sometimes,Average,5,2nd Year,Central,2021
930,20,Female,Undergraduate,Australia,4.7,Facebook,No,7.4,7,In Relationship,2,5,News,1,Desktop,Yes,Good,1,3rd Year,South,2024
931,21,Female,Undergraduate,Monaco,4.5,Instagram,Yes,5.8,6,Complicated,3,7,Education,1,Laptop,Sometimes,Average,2,3rd Year,Central,2021
932,21,Male,Graduate,India,7.3,WhatsApp,Yes,5,5,In Relationship,4,8,Entertainment,3,Laptop,Sometimes,Average,2,3rd Year,East,2021
933,21,Female,Graduate,Pakistan,5.2,Instagram,Yes,6.4,5,In Relationship,4,8,Entertainment,1,Desktop,No,Poor,2,4th Year,East,2020
934,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,Socializing,5,Mobile,Yes,Average,5,1st Year,West,2020
935,22,Male,Graduate,Sri Lanka,5.1,Facebook,Yes,5.1,6,Single,3,7,Socializing,5,Laptop,Yes,Excellent,4,1st Year,Central,2020
936,19,Female,Undergraduate,Singapore,5.3,Whatsapp,Yes,6.8,6,Single,3,7,Socializing,5,Desktop,Sometimes,Excellent,5,4th Year,West,2021
937,22,Male,Graduate,Pakistan,3.9,Instagram,Yes,7.9,5,In Relationship,3,7,News,4,Mobile,No,Excellent,4,4th Year,South,2024
938,22,Male,Graduate,Greece,3.2,Facebook,No,6.9,7,In Relationship,2,5,Other,5,Tablet,Sometimes,Average,3,4th Year,South,2020
939,23,Male,Graduate,Canada,5.2,Instagram,Yes,7,6,In Relationship,3,6,Socializing,4,Desktop,Sometimes,Average,2,3rd Year,South,2021
940,21,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5,In Relationship,4,8,News,3,Tablet,Sometimes,Excellent,2,2nd Year,North,2020
941,20,Male,Undergraduate,Serbia,3.9,YouTube,No,6.5,7,Complicated,2,6,Education,5,Mobile,Sometimes,Poor,5,3rd Year,West,2024
942,19,Female,Undergraduate,Japan,3.5,LINE,No,8,8,Single,1,3,News,2,Laptop,Yes,Good,3,4th Year,Central,2024
943,23,Male,Graduate,Sri Lanka,2.6,LinkedIn,No,7.2,8,In Relationship,1,4,Socializing,5,Laptop,No,Good,5,1st Year,West,2020
944,21,Female,Graduate,Maldives,3.8,Instagram,No,8.2,8,In Relationship,2,5,Other,3,Laptop,No,Average,2,4th Year,South,2025
945,20,Male,Undergraduate,Bangladesh,6.1,Instagram,Yes,6.2,5,Single,4,8,News,3,Mobile,Yes,Good,3,3rd Year,Central,2022
946,22,Male,Graduate,Russia,4.8,VKontakte,No,7.2,7,Single,2,5,Education,5,Tablet,Sometimes,Excellent,2,3rd Year,East,2024
947,20,Male,Undergraduate,Bangladesh,6.1,Instagram,Yes,6.2,5,Single,4,8,News,3,Mobile,Yes,Good,3,3rd Year,Central,2023
948,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7,Other,3,Tablet,Yes,Poor,2,3rd Year,West,2023
949,23,Female,Graduate,Taiwan,2.6,LinkedIn,No,7.2,8,Single,1,4,Education,1,Laptop,Sometimes,Poor,3,2nd Year,North,2025
950,22,Female,Graduate,Denmark,4.6,X,No,7.3,7,In Relationship,2,5,Other,4,Laptop,Yes,Poor,1,1st Year,West,2023
951,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5,Education,2,Mobile,Sometimes,Average,1,3rd Year,East,2021
952,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,Entertainment,5,Laptop,No,Excellent,3,4th Year,South,2025
953,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8,7,In Relationship,3,6,Entertainment,4,Laptop,No,Average,1,2nd Year,Central,2020
954,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2,4,News,2,Laptop,Sometimes,Average,2,1st Year,South,2025
955,24,Female,Graduate,France,4.8,X,No,7.3,7,In Relationship,2,5,Other,3,Tablet,Sometimes,Excellent,2,2nd Year,West,2022
956,21,Male,Graduate,Poland,4.1,Facebook,No,8,7,Single,2,5,Entertainment,4,Tablet,Sometimes,Poor,3,1st Year,North,2024
957,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,Education,3,Tablet,Yes,Average,2,2nd Year,West,2020
958,21,Male,Graduate,Italy,5.3,Whatsapp,Yes,6.8,5,In Relationship,3,8,Socializing,4,Tablet,Yes,Good,4,1st Year,West,2020
959,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,News,3,Mobile,Sometimes,Poor,1,1st Year,North,2023
960,20,Female,Undergraduate,Ireland,3.7,Whatsapp,Yes,8.2,7,Single,3,6,Entertainment,2,Laptop,No,Good,2,3rd Year,Central,2020
961,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Single,3,6,News,2,Tablet,No,Average,1,2nd Year,Central,2025
962,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5,5,In Relationship,4,9,Education,4,Desktop,No,Good,2,1st Year,Central,2023
963,19,Female,Undergraduate,Japan,3,LINE,No,8.6,8,Single,1,3,Socializing,5,Desktop,No,Excellent,1,4th Year,West,2021
964,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,In Relationship,4,9,Other,1,Laptop,Sometimes,Average,2,2nd Year,West,2022
965,24,Male,Graduate,USA,5.4,X,Yes,6.8,6,In Relationship,3,7,Socializing,5,Tablet,No,Excellent,1,3rd Year,West,2021
966,19,Female,Undergraduate,USA,6.6,Whatsapp,Yes,5.5,4,In Relationship,4,9,Education,2,Laptop,Sometimes,Poor,1,4th Year,North,2020
967,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,Education,3,Laptop,No,Excellent,2,1st Year,North,2024
968,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,Other,1,Tablet,No,Good,5,2nd Year,Central,2022
969,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,News,4,Laptop,Sometimes,Poor,4,1st Year,West,2020
970,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3,7,Socializing,1,Tablet,Sometimes,Average,2,4th Year,West,2021
971,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,Socializing,4,Mobile,No,Poor,4,1st Year,East,2023
972,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,7,News,2,Laptop,Sometimes,Average,4,2nd Year,Central,2022
973,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,Socializing,4,Mobile,No,Poor,4,1st Year,East,2020
974,24,Female,Graduate,Ireland,5.9,X,Yes,6.6,6,Single,3,7,Other,3,Desktop,Yes,Poor,3,3rd Year,North,2024
975,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,Education,1,Desktop,Sometimes,Excellent,5,3rd Year,Central,2020
976,22,Male,Graduate,Nepal,4.1,Facebook,No,7.9,7,Single,2,5,Education,4,Tablet,No,Excellent,3,2nd Year,West,2023
977,20,Female,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,6,In Relationship,3,6,News,3,Laptop,Sometimes,Poor,4,4th Year,South,2024
978,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4,Education,5,Tablet,Sometimes,Excellent,4,3rd Year,South,2020
979,20,Female,Undergraduate,Morocco,4.5,Whatsapp,Yes,5.8,6,Single,3,7,Entertainment,2,Tablet,Sometimes,Poor,5,3rd Year,North,2022
980,19,Female,Undergraduate,USA,7,Whatsapp,Yes,5.8,4,In Relationship,4,9,Socializing,3,Tablet,Yes,Average,5,2nd Year,West,2020
981,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5,Other,2,Tablet,No,Excellent,1,2nd Year,Central,2024
982,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.5,8,Single,2,5,Other,1,Laptop,Sometimes,Good,3,1st Year,West,2023
983,19,Female,Undergraduate,Australia,7.2,Instagram,Yes,4.5,4,Complicated,5,9,Education,2,Mobile,Sometimes,Poor,5,1st Year,Central,2023
984,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,Education,3,Mobile,Sometimes,Excellent,3,4th Year,Central,2024
985,22,Male,Graduate,Mexico,7,WhatsApp,Yes,5.2,6,Single,3,7,News,5,Desktop,Sometimes,Average,4,3rd Year,Central,2025
986,23,Male,Graduate,Belarus,2.5,LinkedIn,No,7.3,8,In Relationship,1,4,Entertainment,4,Laptop,Yes,Excellent,5,1st Year,West,2025
987,18,Male,High School,UK,3,YouTube,No,7,7,Single,1,4,Other,3,Desktop,Yes,Good,1,2nd Year,South,2025
988,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,Other,2,Laptop,No,Excellent,4,4th Year,North,2023
989,20,Female,Undergraduate,India,5.7,Instagram,Yes,6.1,6,Single,3,7,Entertainment,5,Laptop,Sometimes,Poor,3,1st Year,West,2021
990,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,Other,3,Laptop,Yes,Average,4,3rd Year,Central,2020
991,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6,Entertainment,4,Mobile,Yes,Average,1,1st Year,West,2020
992,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,News,3,Mobile,No,Excellent,5,2nd Year,West,2023
993,19,Female,Undergraduate,Spain,4,Instagram,Yes,7.9,6,Single,3,7,News,4,Mobile,No,Good,3,3rd Year,Central,2025
994,21,Male,Graduate,Pakistan,4.2,Instagram,Yes,7.3,5,In Relationship,3,7,Other,2,Laptop,No,Average,3,4th Year,South,2022
995,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4,Entertainment,5,Tablet,Sometimes,Good,2,2nd Year,South,2021
996,19,Female,High School,Ireland,6.1,Instagram,Yes,5.2,5,Complicated,4,9,Entertainment,2,Mobile,Sometimes,Poor,3,3rd Year,South,2024
997,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9,8,Single,2,4,Education,5,Laptop,No,Average,2,2nd Year,West,2025
998,19,Female,Undergraduate,Bangladesh,4.8,Instagram,Yes,6.6,5,Single,3,7,Socializing,4,Laptop,Yes,Average,2,1st Year,North,2025
999,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,In Relationship,2,5,Socializing,5,Desktop,No,Excellent,4,3rd Year,East,2021
1000,23,Female,Graduate,USA,5.3,X,Yes,6.8,6,In Relationship,3,7,Socializing,1,Laptop,No,Poor,5,4th Year,Central,2025
1001,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7,Education,3,Mobile,Yes,Average,2,3rd Year,North,2021
1002,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7,News,1,Desktop,Yes,Good,1,1st Year,West,2022
1003,20,Female,Undergraduate,India,5.7,Instagram,Yes,6.1,6,Single,3,7,Entertainment,5,Laptop,Sometimes,Poor,3,1st Year,West,2022
1004,19,Female,Undergraduate,Japan,3.8,LINE,No,7.9,8,Single,1,3,News,5,Tablet,Sometimes,Poor,3,2nd Year,Central,2021
1005,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5,News,4,Mobile,Yes,Excellent,4,3rd Year,South,2020
